i,t,m,j,Expenditure
0039-001-001,2019-20,Mainland Rural,Tea (dry),500
0039-001-001,2019-20,Mainland Rural,Vegetables (fresh),1800
0040-001-001,2019-20,Mainland Other Urban,Cooking Oil,1225
0040-001-001,2019-20,Mainland Other Urban,Leafy Greens,3500
0040-001-001,2019-20,Mainland Other Urban,Maize (flour),6000
0040-001-001,2019-20,Mainland Other Urban,Rice (husked),1800
0040-001-001,2019-20,Mainland Other Urban,Salt,200
0040-001-001,2019-20,Mainland Other Urban,Sugar,1250
0040-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),1390.909091
0041-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",1025
0041-001-001,2019-20,Mainland Other Urban,Citrus Fruits,500
0041-001-001,2019-20,Mainland Other Urban,Cooking Oil,875
0041-001-001,2019-20,Mainland Other Urban,Fish (dried),2250
0041-001-001,2019-20,Mainland Other Urban,Irish Potatoes,1800
0041-001-001,2019-20,Mainland Other Urban,Leafy Greens,415.625
0041-001-001,2019-20,Mainland Other Urban,Maize (flour),2400
0041-001-001,2019-20,Mainland Other Urban,"Maize (green, cob)",933.3333333
0041-001-001,2019-20,Mainland Other Urban,Milk (fresh),2533.333333
0041-001-001,2019-20,Mainland Other Urban,Other Fruits,333.3333333
0041-001-001,2019-20,Mainland Other Urban,Plantains,1041.666667
0041-001-001,2019-20,Mainland Other Urban,Rice (husked),3600
0041-001-001,2019-20,Mainland Other Urban,Ripe Bananas,453.3333333
0041-001-001,2019-20,Mainland Other Urban,Salt,200
0041-001-001,2019-20,Mainland Other Urban,Sugar,500
0041-001-001,2019-20,Mainland Other Urban,Sweet Potatoes,1106.875
0041-001-001,2019-20,Mainland Other Urban,Tea (dry),240
0041-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),1267.272727
0041-004-001,2019-20,Mainland Other Urban,Beef,12000
0041-004-001,2019-20,Mainland Other Urban,Bread,6000
0041-004-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",1000
0041-004-001,2019-20,Mainland Other Urban,Chicken,9000
0041-004-001,2019-20,Mainland Other Urban,Citrus Fruits,333.3333333
0041-004-001,2019-20,Mainland Other Urban,Coconuts,857.1428571
0041-004-001,2019-20,Mainland Other Urban,Cooking Oil,3500
0041-004-001,2019-20,Mainland Other Urban,Fish (fresh),2800
0041-004-001,2019-20,Mainland Other Urban,"Honey, Syrups, etc.",1708.333333
0041-004-001,2019-20,Mainland Other Urban,Irish Potatoes,3000
0041-004-001,2019-20,Mainland Other Urban,Leafy Greens,2679.6875
0041-004-001,2019-20,Mainland Other Urban,Maize (flour),4800
0041-004-001,2019-20,Mainland Other Urban,Maize (grain),2000
0041-004-001,2019-20,Mainland Other Urban,Milk (fresh),8866.666667
0041-004-001,2019-20,Mainland Other Urban,Millet & Sorghum (flour),1857.142857
0041-004-001,2019-20,Mainland Other Urban,Other Fruits,1000
0041-004-001,2019-20,Mainland Other Urban,Other Spices,1000
0041-004-001,2019-20,Mainland Other Urban,Pulses,4000
0041-004-001,2019-20,Mainland Other Urban,Rice (husked),9000
0041-004-001,2019-20,Mainland Other Urban,Ripe Bananas,2133.333333
0041-004-001,2019-20,Mainland Other Urban,Salt,200
0041-004-001,2019-20,Mainland Other Urban,Soft drinks,2000
0041-004-001,2019-20,Mainland Other Urban,Tea (dry),114.2857143
0041-004-001,2019-20,Mainland Other Urban,Vegetables (fresh),3090.909091
0041-004-001,2019-20,Mainland Other Urban,Wine & Spirits,11000
0042-001-001,2019-20,Dar Es Salaam,"Buns, Cakes And Biscuits",805.6
0042-001-001,2019-20,Dar Es Salaam,Cassava Fresh,1095.27972
0042-001-001,2019-20,Dar Es Salaam,Citrus Fruits,640
0042-001-001,2019-20,Dar Es Salaam,Coconuts,2041.666667
0042-001-001,2019-20,Dar Es Salaam,Cooking Oil,900
0042-001-001,2019-20,Dar Es Salaam,Fish (dried),2700
0042-001-001,2019-20,Dar Es Salaam,Fish (fresh),2100
0042-001-001,2019-20,Dar Es Salaam,Goat Meat,1750
0042-001-001,2019-20,Dar Es Salaam,Leafy Greens,475
0042-001-001,2019-20,Dar Es Salaam,Maize (flour),2400
0042-001-001,2019-20,Dar Es Salaam,Plantains,1000
0042-001-001,2019-20,Dar Es Salaam,Pulses,4800
0042-001-001,2019-20,Dar Es Salaam,Rice (husked),7966.666667
0042-001-001,2019-20,Dar Es Salaam,Ripe Bananas,465
0042-001-001,2019-20,Dar Es Salaam,Sugar,600
0042-001-001,2019-20,Dar Es Salaam,Sweet Potatoes,972.3214286
0042-001-001,2019-20,Dar Es Salaam,Vegetables (fresh),1225.367647
0042-001-002,2019-20,Mainland Rural,Beef,6000
0042-001-002,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",548.0213904
0042-001-002,2019-20,Mainland Rural,Cassava Dry/Flour,800
0042-001-002,2019-20,Mainland Rural,Cassava Fresh,1312.5
0042-001-002,2019-20,Mainland Rural,Citrus Fruits,413.3333333
0042-001-002,2019-20,Mainland Rural,Coconuts,1687.5
0042-001-002,2019-20,Mainland Rural,Cooking Oil,1750
0042-001-002,2019-20,Mainland Rural,Eggs,1200
0042-001-002,2019-20,Mainland Rural,Fish (dried),1300
0042-001-002,2019-20,Mainland Rural,Fish (fresh),1428.571429
0042-001-002,2019-20,Mainland Rural,Irish Potatoes,2000
0042-001-002,2019-20,Mainland Rural,Leafy Greens,273.3333333
0042-001-002,2019-20,Mainland Rural,"Macaroni, Spaghetti",1450
0042-001-002,2019-20,Mainland Rural,Maize (flour),1200
0042-001-002,2019-20,Mainland Rural,Plantains,933.3333333
0042-001-002,2019-20,Mainland Rural,Pulses,2000
0042-001-002,2019-20,Mainland Rural,Rice (husked),3600
0042-001-002,2019-20,Mainland Rural,Salt,180
0042-001-002,2019-20,Mainland Rural,Soft drinks,500
0042-001-002,2019-20,Mainland Rural,Sugar,672
0042-001-002,2019-20,Mainland Rural,Sweet Potatoes,533.3333333
0042-001-002,2019-20,Mainland Rural,Tea (dry),300
0042-001-002,2019-20,Mainland Rural,Vegetables (fresh),1410
0042-001-002,2019-20,Mainland Rural,Wheat Flour,700
0043-001-001,2019-20,Mainland Rural,Beef,3000
0043-001-001,2019-20,Mainland Rural,Bread,2000
0043-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1141.71123
0043-001-001,2019-20,Mainland Rural,Citrus Fruits,775
0043-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0043-001-001,2019-20,Mainland Rural,Dairy Products,1200
0043-001-001,2019-20,Mainland Rural,Eggs,600
0043-001-001,2019-20,Mainland Rural,Fish (dried),1000
0043-001-001,2019-20,Mainland Rural,Fish (fresh),571.4285714
0043-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0043-001-001,2019-20,Mainland Rural,"Macaroni, Spaghetti",1450
0043-001-001,2019-20,Mainland Rural,Maize (flour),2400
0043-001-001,2019-20,Mainland Rural,Maize (grain),1300
0043-001-001,2019-20,Mainland Rural,Millet & Sorghum (flour),4500
0043-001-001,2019-20,Mainland Rural,Plantains,1000
0043-001-001,2019-20,Mainland Rural,Pulses,2000
0043-001-001,2019-20,Mainland Rural,Rice (husked),3600
0043-001-001,2019-20,Mainland Rural,Ripe Bananas,833.3333333
0043-001-001,2019-20,Mainland Rural,Salt,250
0043-001-001,2019-20,Mainland Rural,Sugar,4900
0043-001-001,2019-20,Mainland Rural,Vegetables (fresh),2700
0043-001-001,2019-20,Mainland Rural,Wheat Flour,1050
0044-001-001,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3500
0044-001-001,2019-20,Mainland Other Urban,Citrus Fruits,1666.666667
0044-001-001,2019-20,Mainland Other Urban,Cooking Oil,1750
0044-001-001,2019-20,Mainland Other Urban,Eggs,1266.666667
0044-001-001,2019-20,Mainland Other Urban,Fish (dried),5000
0044-001-001,2019-20,Mainland Other Urban,Goat Meat,3500
0044-001-001,2019-20,Mainland Other Urban,Irish Potatoes,1000
0044-001-001,2019-20,Mainland Other Urban,Leafy Greens,875
0044-001-001,2019-20,Mainland Other Urban,Maize (flour),6000
0044-001-001,2019-20,Mainland Other Urban,"Maize (green, cob)",1333.333333
0044-001-001,2019-20,Mainland Other Urban,Milk (fresh),1266.666667
0044-001-001,2019-20,Mainland Other Urban,Plantains,2500
0044-001-001,2019-20,Mainland Other Urban,Pulses,1000
0044-001-001,2019-20,Mainland Other Urban,Rice (husked),5400
0044-001-001,2019-20,Mainland Other Urban,Ripe Bananas,1466.666667
0044-001-001,2019-20,Mainland Other Urban,Salt,300
0044-001-001,2019-20,Mainland Other Urban,Soft drinks,2000
0044-001-001,2019-20,Mainland Other Urban,Sugar,1875
0044-001-001,2019-20,Mainland Other Urban,Sweet Potatoes,869.6875
0044-001-001,2019-20,Mainland Other Urban,Tea (dry),342.8571429
0044-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),2163.636364
0045-001-001,2019-20,Mainland Rural,Beef,12000
0045-001-001,2019-20,Mainland Rural,Bread,1700
0045-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1370.053476
0045-001-001,2019-20,Mainland Rural,Chicken,9600
0045-001-001,2019-20,Mainland Rural,Citrus Fruits,361.6666667
0045-001-001,2019-20,Mainland Rural,Cooking Oil,3500
0045-001-001,2019-20,Mainland Rural,Dairy Products,2400
0045-001-001,2019-20,Mainland Rural,Fish (dried),2500
0045-001-001,2019-20,Mainland Rural,Fish (fresh),428.5714286
0045-001-001,2019-20,Mainland Rural,"Honey, Syrups, etc.",627
0045-001-001,2019-20,Mainland Rural,Irish Potatoes,3000
0045-001-001,2019-20,Mainland Rural,Leafy Greens,410
0045-001-001,2019-20,Mainland Rural,"Macaroni, Spaghetti",1392
0045-001-001,2019-20,Mainland Rural,Maize (flour),2400
0045-001-001,2019-20,Mainland Rural,Maize (grain),1300
0045-001-001,2019-20,Mainland Rural,Milk (fresh),2000
0045-001-001,2019-20,Mainland Rural,Other Spices,500
0045-001-001,2019-20,Mainland Rural,Plantains,666.6666667
0045-001-001,2019-20,Mainland Rural,Pulses,1000
0045-001-001,2019-20,Mainland Rural,Rice (husked),4500
0045-001-001,2019-20,Mainland Rural,Ripe Bananas,2222.222222
0045-001-001,2019-20,Mainland Rural,Salt,250
0045-001-001,2019-20,Mainland Rural,Soft drinks,2000
0045-001-001,2019-20,Mainland Rural,Sugar,4200
0045-001-001,2019-20,Mainland Rural,Sugarcane,1333.333333
0045-001-001,2019-20,Mainland Rural,Tea (dry),210
0045-001-001,2019-20,Mainland Rural,Vegetables (fresh),1800
0046-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0046-001-001,2019-20,Mainland Rural,Fish (dried),2500
0046-001-001,2019-20,Mainland Rural,Maize (flour),21600
0046-001-001,2019-20,Mainland Rural,Maize (grain),7800
0046-001-001,2019-20,Mainland Rural,Salt,250
0046-001-001,2019-20,Mainland Rural,Sugar,2800
0046-001-001,2019-20,Mainland Rural,Tea (dry),500
0046-001-001,2019-20,Mainland Rural,Vegetables (fresh),900
0047-001-001,2019-20,Mainland Other Urban,Cooking Oil,1750
0047-001-001,2019-20,Mainland Other Urban,Fish (dried),4250
0047-001-001,2019-20,Mainland Other Urban,Leafy Greens,1443.75
0047-001-001,2019-20,Mainland Other Urban,Maize (flour),12000
0047-001-001,2019-20,Mainland Other Urban,"Maize (green, cob)",2333.333333
0047-001-001,2019-20,Mainland Other Urban,Milk (fresh),3800
0047-001-001,2019-20,Mainland Other Urban,Pulses,8000
0047-001-001,2019-20,Mainland Other Urban,Salt,250
0047-001-001,2019-20,Mainland Other Urban,Sugar,1250
0047-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),1298.181818
0048-001-001,2019-20,Mainland Rural,Beef,3000
0048-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0048-001-001,2019-20,Mainland Rural,Dairy Products,600
0048-001-001,2019-20,Mainland Rural,Leafy Greens,1171.428571
0048-001-001,2019-20,Mainland Rural,Local Brews,1500
0048-001-001,2019-20,Mainland Rural,Milk (fresh),2000
0048-001-001,2019-20,Mainland Rural,Other Fruits,4433.333333
0048-001-001,2019-20,Mainland Rural,Plantains,8400
0048-001-001,2019-20,Mainland Rural,Pulses,4000
0048-001-001,2019-20,Mainland Rural,Salt,180
0048-001-001,2019-20,Mainland Rural,Sugar,1400
0048-001-001,2019-20,Mainland Rural,Tea (dry),350
0048-001-001,2019-20,Mainland Rural,Vegetables (fresh),2220
0048-001-001,2019-20,Mainland Rural,Yams/Cocoyams,1384.615385
0049-001-001,2019-20,Mainland Rural,Cooking Oil,1050
0049-001-001,2019-20,Mainland Rural,Fish (fresh),1428.571429
0049-001-001,2019-20,Mainland Rural,Leafy Greens,527.1428571
0049-001-001,2019-20,Mainland Rural,Local Brews,3000
0049-001-001,2019-20,Mainland Rural,Maize (flour),4200
0049-001-001,2019-20,Mainland Rural,Plantains,4266.666667
0049-001-001,2019-20,Mainland Rural,Pulses,6000
0049-001-001,2019-20,Mainland Rural,Salt,200
0049-001-001,2019-20,Mainland Rural,Sugar,700
0049-001-001,2019-20,Mainland Rural,Tea (dry),150
0049-001-001,2019-20,Mainland Rural,Vegetables (fresh),1245
0049-001-001,2019-20,Mainland Rural,Yams/Cocoyams,3230.769231
0050-001-001,2019-20,Mainland Rural,Citrus Fruits,465
0050-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0050-001-001,2019-20,Mainland Rural,Irish Potatoes,1300
0050-001-001,2019-20,Mainland Rural,Leafy Greens,1317.857143
0050-001-001,2019-20,Mainland Rural,Local Brews,3500
0050-001-001,2019-20,Mainland Rural,Maize (flour),4800
0050-001-001,2019-20,Mainland Rural,Other Fruits,2058.333333
0050-001-001,2019-20,Mainland Rural,Plantains,6133.333333
0050-001-001,2019-20,Mainland Rural,Pork,12000
0050-001-001,2019-20,Mainland Rural,Pulses,11000
0050-001-001,2019-20,Mainland Rural,Rice (husked),5400
0050-001-001,2019-20,Mainland Rural,Salt,300
0050-001-001,2019-20,Mainland Rural,Sugar,840
0050-001-001,2019-20,Mainland Rural,Tea (dry),210
0050-001-001,2019-20,Mainland Rural,Vegetables (fresh),1305
0050-001-001,2019-20,Mainland Rural,Yams/Cocoyams,5000
0051-001-001,2019-20,Mainland Rural,Beef,6000
0051-001-001,2019-20,Mainland Rural,Bottled Beer,2800
0051-001-001,2019-20,Mainland Rural,Bread,3600
0051-001-001,2019-20,Mainland Rural,Citrus Fruits,839.5833333
0051-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0051-001-001,2019-20,Mainland Rural,Fish (dried),2250
0051-001-001,2019-20,Mainland Rural,Maize (flour),1800
0051-001-001,2019-20,Mainland Rural,Milk (fresh),1000
0051-001-001,2019-20,Mainland Rural,Other Fruits,1425
0051-001-001,2019-20,Mainland Rural,Plantains,4000
0051-001-001,2019-20,Mainland Rural,Pulses,4000
0051-001-001,2019-20,Mainland Rural,Rice (husked),2700
0051-001-001,2019-20,Mainland Rural,Salt,200
0051-001-001,2019-20,Mainland Rural,Sugar,2800
0051-001-001,2019-20,Mainland Rural,Tea (dry),500
0051-001-001,2019-20,Mainland Rural,Vegetables (fresh),1860
0051-001-002,2019-20,Dar Es Salaam,Beef,6000
0051-001-002,2019-20,Dar Es Salaam,Bread,1105.555556
0051-001-002,2019-20,Dar Es Salaam,Coconuts,218.75
0051-001-002,2019-20,Dar Es Salaam,Cooking Oil,900
0051-001-002,2019-20,Dar Es Salaam,Dairy Products,1400
0051-001-002,2019-20,Dar Es Salaam,Fish (fresh),2100
0051-001-002,2019-20,Dar Es Salaam,Leafy Greens,1500
0051-001-002,2019-20,Dar Es Salaam,Maize (flour),1200
0051-001-002,2019-20,Dar Es Salaam,Millet & Sorghum (flour),1800
0051-001-002,2019-20,Dar Es Salaam,Other Fruits,7400
0051-001-002,2019-20,Dar Es Salaam,Rice (husked),3983.333333
0051-001-002,2019-20,Dar Es Salaam,Salt,150
0051-001-002,2019-20,Dar Es Salaam,Soft drinks,28571.42857
0051-001-002,2019-20,Dar Es Salaam,Tea (dry),100
0051-001-002,2019-20,Dar Es Salaam,Vegetables (fresh),1633.823529
0051-001-003,2019-20,Dar Es Salaam,Beef,30000
0051-001-003,2019-20,Dar Es Salaam,Bread,2211.111111
0051-001-003,2019-20,Dar Es Salaam,"Buns, Cakes And Biscuits",2544
0051-001-003,2019-20,Dar Es Salaam,"Butter, Etc.",1000
0051-001-003,2019-20,Dar Es Salaam,Chicken,9000
0051-001-003,2019-20,Dar Es Salaam,Citrus Fruits,4715.789474
0051-001-003,2019-20,Dar Es Salaam,Coconuts,1750
0051-001-003,2019-20,Dar Es Salaam,Cooking Oil,3600
0051-001-003,2019-20,Dar Es Salaam,Eggs,1800
0051-001-003,2019-20,Dar Es Salaam,Fish (dried),3000
0051-001-003,2019-20,Dar Es Salaam,Fish (fresh),5250
0051-001-003,2019-20,Dar Es Salaam,Irish Potatoes,3000
0051-001-003,2019-20,Dar Es Salaam,Leafy Greens,4375
0051-001-003,2019-20,Dar Es Salaam,Maize (flour),3600
0051-001-003,2019-20,Dar Es Salaam,Milk (fresh),14000
0051-001-003,2019-20,Dar Es Salaam,Millet & Sorghum (flour),2400
0051-001-003,2019-20,Dar Es Salaam,Other Fruits,7000
0051-001-003,2019-20,Dar Es Salaam,Plantains,5200
0051-001-003,2019-20,Dar Es Salaam,Pork,11500
0051-001-003,2019-20,Dar Es Salaam,Pulses,2400
0051-001-003,2019-20,Dar Es Salaam,Rice (husked),5975
0051-001-003,2019-20,Dar Es Salaam,Ripe Bananas,9300
0051-001-003,2019-20,Dar Es Salaam,Salt,300
0051-001-003,2019-20,Dar Es Salaam,Soft drinks,5000
0051-001-003,2019-20,Dar Es Salaam,Sugar,1800
0051-001-003,2019-20,Dar Es Salaam,Sweet Potatoes,2298.214286
0051-001-003,2019-20,Dar Es Salaam,Tea (dry),500
0051-001-003,2019-20,Dar Es Salaam,Vegetables (fresh),8986.029412
0051-001-003,2019-20,Dar Es Salaam,Wine & Spirits,3333.333333
0051-001-003,2019-20,Dar Es Salaam,Yams/Cocoyams,2750
0055-001-001,2019-20,Mainland Rural,Beef,6000
0055-001-001,2019-20,Mainland Rural,Cooking Oil,875
0055-001-001,2019-20,Mainland Rural,Leafy Greens,1269.047619
0055-001-001,2019-20,Mainland Rural,Maize (flour),3600
0055-001-001,2019-20,Mainland Rural,Other Fruits,2955.555556
0055-001-001,2019-20,Mainland Rural,Plantains,6000
0055-001-001,2019-20,Mainland Rural,Pulses,2500
0055-001-001,2019-20,Mainland Rural,Rice (husked),900
0055-001-001,2019-20,Mainland Rural,Salt,200
0055-001-001,2019-20,Mainland Rural,Sugar,700
0055-001-001,2019-20,Mainland Rural,Tea (dry),120
0055-001-001,2019-20,Mainland Rural,Vegetables (fresh),960
0055-003-001,2019-20,Mainland Rural,Cooking Oil,875
0055-003-001,2019-20,Mainland Rural,Fish (dried),1750
0055-003-001,2019-20,Mainland Rural,Leafy Greens,1610.714286
0055-003-001,2019-20,Mainland Rural,Maize (flour),2400
0055-003-001,2019-20,Mainland Rural,Milk (fresh),1000
0055-003-001,2019-20,Mainland Rural,Other Fruits,1688.888889
0055-003-001,2019-20,Mainland Rural,Plantains,2000
0055-003-001,2019-20,Mainland Rural,Pulses,3000
0055-003-001,2019-20,Mainland Rural,Ripe Bananas,1333.333333
0055-003-001,2019-20,Mainland Rural,Salt,200
0055-003-001,2019-20,Mainland Rural,Sugar,700
0055-003-001,2019-20,Mainland Rural,Tea (dry),120
0055-003-001,2019-20,Mainland Rural,Vegetables (fresh),2025
0055-003-001,2019-20,Mainland Rural,Yams/Cocoyams,2923.076923
0056-001-001,2019-20,Mainland Rural,Beef,6000
0056-001-001,2019-20,Mainland Rural,Chicken,8000
0056-001-001,2019-20,Mainland Rural,Cooking Oil,3500
0056-001-001,2019-20,Mainland Rural,Dairy Products,8400
0056-001-001,2019-20,Mainland Rural,Fish (dried),1250
0056-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0056-001-001,2019-20,Mainland Rural,Local Brews,3500
0056-001-001,2019-20,Mainland Rural,Maize (flour),1200
0056-001-001,2019-20,Mainland Rural,Plantains,9333.333333
0056-001-001,2019-20,Mainland Rural,Pulses,4000
0056-001-001,2019-20,Mainland Rural,Salt,250
0056-001-001,2019-20,Mainland Rural,Sugar,2800
0056-001-001,2019-20,Mainland Rural,Tea (dry),500
0056-001-001,2019-20,Mainland Rural,Vegetables (fresh),375
0057-001-001,2019-20,Mainland Rural,Beef,6000
0057-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0057-001-001,2019-20,Mainland Rural,Leafy Greens,585.7142857
0057-001-001,2019-20,Mainland Rural,Maize (flour),3600
0057-001-001,2019-20,Mainland Rural,Milk (dry or canned),11000
0057-001-001,2019-20,Mainland Rural,Other Fruits,1266.666667
0057-001-001,2019-20,Mainland Rural,Other Spices,520
0057-001-001,2019-20,Mainland Rural,Plantains,3466.666667
0057-001-001,2019-20,Mainland Rural,Pulses,4000
0057-001-001,2019-20,Mainland Rural,Rice (husked),1800
0057-001-001,2019-20,Mainland Rural,Salt,150
0057-001-001,2019-20,Mainland Rural,Sugar,1400
0057-001-001,2019-20,Mainland Rural,Sweet Potatoes,1533.333333
0057-001-001,2019-20,Mainland Rural,Tea (dry),400
0057-001-001,2019-20,Mainland Rural,Vegetables (fresh),1950
0057-001-001,2019-20,Mainland Rural,Yams/Cocoyams,3461.538462
0058-001-001,2019-20,Mainland Rural,Beef,6000
0058-001-001,2019-20,Mainland Rural,Bottled Beer,22400
0058-001-001,2019-20,Mainland Rural,Bread,3600
0058-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1233.048128
