i,t,m,j,Expenditure
0393-002-001,2019-20,Mainland Rural,Fish (dried),1400
0393-002-001,2019-20,Mainland Rural,Groundnuts,1000
0393-002-001,2019-20,Mainland Rural,Irish Potatoes,1000
0393-002-001,2019-20,Mainland Rural,Leafy Greens,2050
0393-002-001,2019-20,Mainland Rural,Maize (flour),6000
0393-002-001,2019-20,Mainland Rural,Other Spices,800
0393-002-001,2019-20,Mainland Rural,Pulses,6000
0393-002-001,2019-20,Mainland Rural,Rice (husked),5400
0393-002-001,2019-20,Mainland Rural,Ripe Bananas,555.5555556
0393-002-001,2019-20,Mainland Rural,Salt,250
0393-002-001,2019-20,Mainland Rural,Sugar,1400
0393-002-001,2019-20,Mainland Rural,Vegetables (fresh),2550
0393-002-001,2019-20,Mainland Rural,Wheat Flour,2800
0394-001-001,2019-20,Mainland Rural,Beef,3000
0394-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",2740.106952
0394-001-001,2019-20,Mainland Rural,Coconuts,1875
0394-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0394-001-001,2019-20,Mainland Rural,Fish (dried),1000
0394-001-001,2019-20,Mainland Rural,Irish Potatoes,1000
0394-001-001,2019-20,Mainland Rural,Maize (flour),3600
0394-001-001,2019-20,Mainland Rural,Milk (fresh),3000
0394-001-001,2019-20,Mainland Rural,Other Fruits,5805.555556
0394-001-001,2019-20,Mainland Rural,Pulses,2000
0394-001-001,2019-20,Mainland Rural,Rice (husked),5400
0394-001-001,2019-20,Mainland Rural,Salt,250
0394-001-001,2019-20,Mainland Rural,Soft drinks,2285.714286
0394-001-001,2019-20,Mainland Rural,Sugar,2100
0394-001-001,2019-20,Mainland Rural,Tea (dry),500
0394-001-001,2019-20,Mainland Rural,Vegetables (fresh),3750
0395-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0395-001-001,2019-20,Mainland Rural,Leafy Greens,1220.238095
0395-001-001,2019-20,Mainland Rural,Maize (flour),10800
0395-001-001,2019-20,Mainland Rural,"Maize (green, cob)",3975
0395-001-001,2019-20,Mainland Rural,Other Fruits,823.3333333
0395-001-001,2019-20,Mainland Rural,Pork,3000
0395-001-001,2019-20,Mainland Rural,Pulses,6000
0395-001-001,2019-20,Mainland Rural,Rice (husked),3600
0395-001-001,2019-20,Mainland Rural,Salt,250
0395-001-001,2019-20,Mainland Rural,Soft drinks,1000
0395-001-001,2019-20,Mainland Rural,Sugar,2100
0395-001-001,2019-20,Mainland Rural,Tea (dry),210
0395-001-001,2019-20,Mainland Rural,Vegetables (fresh),2790
0395-001-006,2019-20,Mainland Rural,Beef,3000
0395-001-006,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1484.224599
0395-001-006,2019-20,Mainland Rural,Cassava Dry/Flour,1200
0395-001-006,2019-20,Mainland Rural,Cassava Fresh,1250
0395-001-006,2019-20,Mainland Rural,Chicken,16000
0395-001-006,2019-20,Mainland Rural,Cooking Oil,3500
0395-001-006,2019-20,Mainland Rural,Eggs,1200
0395-001-006,2019-20,Mainland Rural,Fish (fresh),5142.857143
0395-001-006,2019-20,Mainland Rural,Groundnuts,2800
0395-001-006,2019-20,Mainland Rural,Leafy Greens,732.1428571
0395-001-006,2019-20,Mainland Rural,Local Brews,2000
0395-001-006,2019-20,Mainland Rural,Maize (flour),8400
0395-001-006,2019-20,Mainland Rural,Maize (grain),1950
0395-001-006,2019-20,Mainland Rural,"Maize (green, cob)",3596.428571
0395-001-006,2019-20,Mainland Rural,Other Fruits,865.5555556
0395-001-006,2019-20,Mainland Rural,Plantains,800
0395-001-006,2019-20,Mainland Rural,Pork,3000
0395-001-006,2019-20,Mainland Rural,Pulses,5000
0395-001-006,2019-20,Mainland Rural,Rice (husked),4500
0395-001-006,2019-20,Mainland Rural,Ripe Bananas,744.4444444
0395-001-006,2019-20,Mainland Rural,Salt,250
0395-001-006,2019-20,Mainland Rural,Sugar,2100
0395-001-006,2019-20,Mainland Rural,Tea (dry),210
0395-001-006,2019-20,Mainland Rural,Vegetables (fresh),2475
0395-001-006,2019-20,Mainland Rural,Vegetables (preserved),280
0396-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1644.064171
0396-001-001,2019-20,Mainland Rural,Chicken,7200
0396-001-001,2019-20,Mainland Rural,Cooking Oil,1750000
0396-001-001,2019-20,Mainland Rural,Fish (dried),2250
0396-001-001,2019-20,Mainland Rural,Leafy Greens,615
0396-001-001,2019-20,Mainland Rural,Maize (flour),6600
0396-001-001,2019-20,Mainland Rural,Pork,6000
0396-001-001,2019-20,Mainland Rural,Pulses,2000
0396-001-001,2019-20,Mainland Rural,Rice (husked),2700
0396-001-001,2019-20,Mainland Rural,Salt,200
0396-001-001,2019-20,Mainland Rural,Sugar,1400
0396-001-001,2019-20,Mainland Rural,Tea (dry),300
0396-001-001,2019-20,Mainland Rural,Vegetables (fresh),2100
0396-102-001,2019-20,Dar Es Salaam,Beef,3000
0396-102-001,2019-20,Dar Es Salaam,"Buns, Cakes And Biscuits",559.68
0396-102-001,2019-20,Dar Es Salaam,Cooking Oil,720
0396-102-001,2019-20,Dar Es Salaam,Eggs,600
0396-102-001,2019-20,Dar Es Salaam,Irish Potatoes,2500
0396-102-001,2019-20,Dar Es Salaam,Maize (flour),2400
0396-102-001,2019-20,Dar Es Salaam,Milk (fresh),500
0396-102-001,2019-20,Dar Es Salaam,Other Fruits,360
0396-102-001,2019-20,Dar Es Salaam,Plantains,1066.666667
0396-102-001,2019-20,Dar Es Salaam,Salt,140
0396-102-001,2019-20,Dar Es Salaam,Sugar,600
0396-102-001,2019-20,Dar Es Salaam,Tea (dry),120
0396-102-001,2019-20,Dar Es Salaam,Vegetables (fresh),424.7941176
0397-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",685.026738
0397-001-001,2019-20,Mainland Rural,Cassava Fresh,2812.5
0397-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0397-001-001,2019-20,Mainland Rural,Fish (dried),250
0397-001-001,2019-20,Mainland Rural,Leafy Greens,1757.142857
0397-001-001,2019-20,Mainland Rural,Maize (flour),12000
0397-001-001,2019-20,Mainland Rural,Pork,6000
0397-001-001,2019-20,Mainland Rural,Pulses,6000
0397-001-001,2019-20,Mainland Rural,Rice (husked),5400
0397-001-001,2019-20,Mainland Rural,Salt,300
0397-001-001,2019-20,Mainland Rural,Sugar,1400
0397-001-001,2019-20,Mainland Rural,Sugarcane,7000
0397-001-001,2019-20,Mainland Rural,Tea (dry),250
0397-001-001,2019-20,Mainland Rural,Vegetables (fresh),1050
0398-001-001,2019-20,Mainland Other Urban,Beef,6000
0398-001-001,2019-20,Mainland Other Urban,Cassava Fresh,1538.461538
0398-001-001,2019-20,Mainland Other Urban,Cooking Oil,1400
0398-001-001,2019-20,Mainland Other Urban,Fish (fresh),1600
0398-001-001,2019-20,Mainland Other Urban,Leafy Greens,710.9375
0398-001-001,2019-20,Mainland Other Urban,Maize (flour),2400
0398-001-001,2019-20,Mainland Other Urban,Maize (grain),1200
0398-001-001,2019-20,Mainland Other Urban,"Maize (green, cob)",1333.333333
0398-001-001,2019-20,Mainland Other Urban,Other Fruits,1013.333333
0398-001-001,2019-20,Mainland Other Urban,Pulses,2000
0398-001-001,2019-20,Mainland Other Urban,Rice (husked),2700
0398-001-001,2019-20,Mainland Other Urban,Salt,200
0398-001-001,2019-20,Mainland Other Urban,Sugar,1250
0398-001-001,2019-20,Mainland Other Urban,Tea (dry),171.4285714
0398-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),2240.909091
0398-001-002,2019-20,Mainland Other Urban,Beef,6000
0398-001-002,2019-20,Mainland Other Urban,"Buns, Cakes And Biscuits",3625
0398-001-002,2019-20,Mainland Other Urban,Coconuts,857.1428571
0398-001-002,2019-20,Mainland Other Urban,Cooking Oil,1750
0398-001-002,2019-20,Mainland Other Urban,Groundnuts,1076.923077
0398-001-002,2019-20,Mainland Other Urban,Leafy Greens,929.6875
0398-001-002,2019-20,Mainland Other Urban,Maize (flour),3600
0398-001-002,2019-20,Mainland Other Urban,"Maize (green, cob)",1000
0398-001-002,2019-20,Mainland Other Urban,Milk (fresh),1266.666667
0398-001-002,2019-20,Mainland Other Urban,Other Fruits,1066.666667
0398-001-002,2019-20,Mainland Other Urban,Plantains,2250
0398-001-002,2019-20,Mainland Other Urban,Pulses,1000
0398-001-002,2019-20,Mainland Other Urban,Rice (husked),3600
0398-001-002,2019-20,Mainland Other Urban,Ripe Bananas,1133.333333
0398-001-002,2019-20,Mainland Other Urban,Salt,200
0398-001-002,2019-20,Mainland Other Urban,Sugar,1250
0398-001-002,2019-20,Mainland Other Urban,Tea (dry),2857.142857
0398-001-002,2019-20,Mainland Other Urban,Vegetables (fresh),3786.363636
0398-001-002,2019-20,Mainland Other Urban,Yams/Cocoyams,2071.428571
0398-001-003,2019-20,Mainland Other Urban,Cooking Oil,1750
0398-001-003,2019-20,Mainland Other Urban,Fish (dried),250
0398-001-003,2019-20,Mainland Other Urban,Goat Meat,3500
0398-001-003,2019-20,Mainland Other Urban,Leafy Greens,656.25
0398-001-003,2019-20,Mainland Other Urban,Maize (flour),10800
0398-001-003,2019-20,Mainland Other Urban,"Maize (green, cob)",1000
0398-001-003,2019-20,Mainland Other Urban,Other Fruits,2000
0398-001-003,2019-20,Mainland Other Urban,Pulses,3000
0398-001-003,2019-20,Mainland Other Urban,Salt,500
0398-001-003,2019-20,Mainland Other Urban,Sugar,2500
0398-001-003,2019-20,Mainland Other Urban,Sweet Potatoes,1897.5
0398-001-003,2019-20,Mainland Other Urban,Tea (dry),240
0398-001-003,2019-20,Mainland Other Urban,Vegetables (fresh),1236.363636
0398-001-003,2019-20,Mainland Other Urban,Wheat Flour,2100
0398-001-005,2019-20,Mainland Rural,Cassava Fresh,5250
0398-001-005,2019-20,Mainland Rural,Cooking Oil,1750
0398-001-005,2019-20,Mainland Rural,Fish (dried),350
0398-001-005,2019-20,Mainland Rural,Leafy Greens,5466.666667
0398-001-005,2019-20,Mainland Rural,Maize (flour),21600
0398-001-005,2019-20,Mainland Rural,"Maize (green, cob)",3407.142857
0398-001-005,2019-20,Mainland Rural,Pulses,3000
0398-001-005,2019-20,Mainland Rural,Salt,500
0398-001-005,2019-20,Mainland Rural,Sugar,2800
0398-001-005,2019-20,Mainland Rural,Tea (dry),500
0398-001-005,2019-20,Mainland Rural,Vegetables (fresh),900
0399-001-001,2019-20,Mainland Other Urban,Cooking Oil,1750
0399-001-001,2019-20,Mainland Other Urban,Leafy Greens,1312.5
0399-001-001,2019-20,Mainland Other Urban,Maize (flour),4800
0399-001-001,2019-20,Mainland Other Urban,Maize (grain),5000
0399-001-001,2019-20,Mainland Other Urban,Pork,3333.333333
0399-001-001,2019-20,Mainland Other Urban,Pulses,7000
0399-001-001,2019-20,Mainland Other Urban,Salt,400
0399-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),463.6363636
0400-001-001,2019-20,Mainland Other Urban,Cooking Oil,875
0400-001-001,2019-20,Mainland Other Urban,Fish (fresh),7000
0400-001-001,2019-20,Mainland Other Urban,Groundnuts,538.4615385
0400-001-001,2019-20,Mainland Other Urban,Leafy Greens,1640.625
0400-001-001,2019-20,Mainland Other Urban,Maize (flour),16800
0400-001-001,2019-20,Mainland Other Urban,Other Fruits,2400
0400-001-001,2019-20,Mainland Other Urban,Pulses,8000
0400-001-001,2019-20,Mainland Other Urban,Salt,250
0400-001-001,2019-20,Mainland Other Urban,Sugar,1250
0400-001-001,2019-20,Mainland Other Urban,Vegetables (fresh),3400
0401-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1461.390374
0401-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,4000
0401-001-001,2019-20,Mainland Rural,Cassava Fresh,2187.5
0401-001-001,2019-20,Mainland Rural,Cooking Oil,2100
0401-001-001,2019-20,Mainland Rural,Fish (dried),1500
0401-001-001,2019-20,Mainland Rural,Fish (fresh),1428.571429
0401-001-001,2019-20,Mainland Rural,Leafy Greens,4100
0401-001-001,2019-20,Mainland Rural,Maize (flour),7200
0401-001-001,2019-20,Mainland Rural,Maize (grain),2600
0401-001-001,2019-20,Mainland Rural,"Maize (green, cob)",6057.142857
0401-001-001,2019-20,Mainland Rural,Pulses,2000
0401-001-001,2019-20,Mainland Rural,Rice (husked),1800
0401-001-001,2019-20,Mainland Rural,Salt,250
0401-001-001,2019-20,Mainland Rural,Sugar,1400
0401-001-001,2019-20,Mainland Rural,Tea (dry),500
0401-001-001,2019-20,Mainland Rural,Vegetables (fresh),2475
0402-001-002,2019-20,Mainland Other Urban,Beef,3000
0402-001-002,2019-20,Mainland Other Urban,Cassava Fresh,615.3846154
0402-001-002,2019-20,Mainland Other Urban,Citrus Fruits,416.6666667
0402-001-002,2019-20,Mainland Other Urban,Leafy Greens,492.1875
0402-001-002,2019-20,Mainland Other Urban,Maize (flour),7800
0402-001-002,2019-20,Mainland Other Urban,Maize (grain),500
0402-001-002,2019-20,Mainland Other Urban,Pork,3333.333333
0402-001-002,2019-20,Mainland Other Urban,Pulses,2000
0402-001-002,2019-20,Mainland Other Urban,Salt,200
0402-001-002,2019-20,Mainland Other Urban,Sugar,625
0402-001-002,2019-20,Mainland Other Urban,Tea (dry),137.1428571
0402-001-002,2019-20,Mainland Other Urban,Vegetables (fresh),1143.636364
0402-001-003,2019-20,Mainland Rural,Cassava Fresh,2812.5
0402-001-003,2019-20,Mainland Rural,Cooking Oil,1750
0402-001-003,2019-20,Mainland Rural,Fish (fresh),6000
0402-001-003,2019-20,Mainland Rural,Leafy Greens,3123.809524
0402-001-003,2019-20,Mainland Rural,Maize (flour),11400
0402-001-003,2019-20,Mainland Rural,Maize (grain),5200
0402-001-003,2019-20,Mainland Rural,"Maize (green, cob)",11357.14286
0402-001-003,2019-20,Mainland Rural,Pulses,2000
0402-001-003,2019-20,Mainland Rural,Salt,200
0402-001-003,2019-20,Mainland Rural,Sugar,2800
0402-001-003,2019-20,Mainland Rural,Tea (dry),210
0402-001-003,2019-20,Mainland Rural,Vegetables (fresh),900
0403-001-001,2019-20,Mainland Rural,Beef,12000
0403-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",1975.160428
0403-001-001,2019-20,Mainland Rural,Cassava Fresh,2187.5
0403-001-001,2019-20,Mainland Rural,Citrus Fruits,452.0833333
0403-001-001,2019-20,Mainland Rural,Cooking Oil,2625
0403-001-001,2019-20,Mainland Rural,Fish (dried),5000
0403-001-001,2019-20,Mainland Rural,Groundnuts,1000
0403-001-001,2019-20,Mainland Rural,Leafy Greens,449.047619
0403-001-001,2019-20,Mainland Rural,Local Brews,1000
0403-001-001,2019-20,Mainland Rural,Maize (flour),8400
0403-001-001,2019-20,Mainland Rural,Other Fruits,443.3333333
0403-001-001,2019-20,Mainland Rural,Plantains,2666.666667
0403-001-001,2019-20,Mainland Rural,Pork,6000
0403-001-001,2019-20,Mainland Rural,Pulses,5000
0403-001-001,2019-20,Mainland Rural,Salt,300
0403-001-001,2019-20,Mainland Rural,Sugar,1400
0403-001-001,2019-20,Mainland Rural,Tea (dry),210
0403-001-001,2019-20,Mainland Rural,Vegetables (fresh),1695
0404-001-001,2019-20,Mainland Rural,Cooking Oil,1575
0404-001-001,2019-20,Mainland Rural,Eggs,1200
0404-001-001,2019-20,Mainland Rural,Fish (fresh),1428.571429
0404-001-001,2019-20,Mainland Rural,Groundnuts,1700
0404-001-001,2019-20,Mainland Rural,Leafy Greens,444.1666667
0404-001-001,2019-20,Mainland Rural,Local Brews,1500
0404-001-001,2019-20,Mainland Rural,Maize (flour),3600
0404-001-001,2019-20,Mainland Rural,Pulses,6000
0404-001-001,2019-20,Mainland Rural,Salt,200
0404-001-001,2019-20,Mainland Rural,Vegetables (fresh),2175
0404-001-001,2019-20,Mainland Rural,Yams/Cocoyams,2307.692308
0405-001-001,2019-20,Mainland Rural,Cooking Oil,1400
0405-001-001,2019-20,Mainland Rural,Fish (dried),600
0405-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0405-001-001,2019-20,Mainland Rural,Maize (flour),14400
0405-001-001,2019-20,Mainland Rural,Maize (grain),4550
0405-001-001,2019-20,Mainland Rural,"Maize (green, cob)",1514.285714
0405-001-001,2019-20,Mainland Rural,Pulses,9000
0405-001-001,2019-20,Mainland Rural,Salt,250
0405-001-001,2019-20,Mainland Rural,Sugar,560
0405-001-001,2019-20,Mainland Rural,Tea (dry),210
0405-001-001,2019-20,Mainland Rural,Vegetables (fresh),1050
0405-003-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",570.855615
0405-003-001,2019-20,Mainland Rural,Chicken,960
0405-003-001,2019-20,Mainland Rural,Cooking Oil,875
0405-003-001,2019-20,Mainland Rural,Fish (dried),1500
0405-003-001,2019-20,Mainland Rural,Leafy Greens,878.5714286
0405-003-001,2019-20,Mainland Rural,Maize (flour),4800
0405-003-001,2019-20,Mainland Rural,Milk (fresh),1500
0405-003-001,2019-20,Mainland Rural,Pulses,1000
0405-003-001,2019-20,Mainland Rural,Ripe Bananas,77.77777778
0405-003-001,2019-20,Mainland Rural,Salt,150
0405-003-001,2019-20,Mainland Rural,Sugar,700
0405-003-001,2019-20,Mainland Rural,Tea (dry),250
0405-003-001,2019-20,Mainland Rural,Vegetables (fresh),600
0406-001-001,2019-20,Mainland Rural,Beef,12000
0406-001-001,2019-20,Mainland Rural,Chicken,9600
0406-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0406-001-001,2019-20,Mainland Rural,Eggs,300
0406-001-001,2019-20,Mainland Rural,Fish (dried),3750
0406-001-001,2019-20,Mainland Rural,Fish (fresh),4285.714286
0406-001-001,2019-20,Mainland Rural,"Honey, Syrups, etc.",5225
0406-001-001,2019-20,Mainland Rural,Irish Potatoes,5000
0406-001-001,2019-20,Mainland Rural,Maize (flour),6000
0406-001-001,2019-20,Mainland Rural,Millet & Sorghum (flour),1500
0406-001-001,2019-20,Mainland Rural,Other Fruits,2638.888889
0406-001-001,2019-20,Mainland Rural,Other Spices,1000
0406-001-001,2019-20,Mainland Rural,Pulses,2000
0406-001-001,2019-20,Mainland Rural,Rice (husked),10800
0406-001-001,2019-20,Mainland Rural,Ripe Bananas,722.2222222
0406-001-001,2019-20,Mainland Rural,Salt,250
0406-001-001,2019-20,Mainland Rural,Soft drinks,3071.428571
0406-001-001,2019-20,Mainland Rural,Sugar,2800
0406-001-001,2019-20,Mainland Rural,Sweets,125
0406-001-001,2019-20,Mainland Rural,Tea (dry),400
0406-001-001,2019-20,Mainland Rural,Vegetables (fresh),750
0407-001-001,2019-20,Mainland Rural,Bread,2400
0407-001-001,2019-20,Mainland Rural,Cassava Fresh,1500
0407-001-001,2019-20,Mainland Rural,Citrus Fruits,2325
0407-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0407-001-001,2019-20,Mainland Rural,Fish (dried),1000
0407-001-001,2019-20,Mainland Rural,Groundnuts,2000
0407-001-001,2019-20,Mainland Rural,Leafy Greens,2733.333333
0407-001-001,2019-20,Mainland Rural,Maize (flour),12000
0407-001-001,2019-20,Mainland Rural,Plantains,1200
0407-001-001,2019-20,Mainland Rural,Pork,12000
0407-001-001,2019-20,Mainland Rural,Pulses,4000
0407-001-001,2019-20,Mainland Rural,Rice (husked),5400
0407-001-001,2019-20,Mainland Rural,Salt,400
0407-001-001,2019-20,Mainland Rural,Sugar,2800
0407-001-001,2019-20,Mainland Rural,Sugarcane,833.3333333
0407-001-001,2019-20,Mainland Rural,Sweet Potatoes,1866.666667
0407-001-001,2019-20,Mainland Rural,Tea (dry),210
0407-001-001,2019-20,Mainland Rural,Vegetables (fresh),1200
0408-001-001,2019-20,Mainland Rural,Beef,6000
0408-001-001,2019-20,Mainland Rural,Bread,1000
0408-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",3653.475936
0408-001-001,2019-20,Mainland Rural,Cassava Fresh,2500
0408-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0408-001-001,2019-20,Mainland Rural,Fish (fresh),5142.857143
0408-001-001,2019-20,Mainland Rural,Groundnuts,1000
0408-001-001,2019-20,Mainland Rural,Leafy Greens,351.4285714
0408-001-001,2019-20,Mainland Rural,Local Brews,2500
0408-001-001,2019-20,Mainland Rural,Maize (flour),18000
0408-001-001,2019-20,Mainland Rural,Pork,3000
0408-001-001,2019-20,Mainland Rural,Pulses,1000
0408-001-001,2019-20,Mainland Rural,Rice (husked),1800
0408-001-001,2019-20,Mainland Rural,Ripe Bananas,800
0408-001-001,2019-20,Mainland Rural,Salt,250
0408-001-001,2019-20,Mainland Rural,Sugar,1400
0408-001-001,2019-20,Mainland Rural,Sugarcane,333.3333333
0408-001-001,2019-20,Mainland Rural,Tea (dry),200
0408-001-001,2019-20,Mainland Rural,Vegetables (fresh),1500
0409-001-001,2019-20,Mainland Rural,Chicken,8000
0409-001-001,2019-20,Mainland Rural,Citrus Fruits,2583.333333
0409-001-001,2019-20,Mainland Rural,Cooking Oil,3500
0409-001-001,2019-20,Mainland Rural,Fish (dried),2500
0409-001-001,2019-20,Mainland Rural,"Honey, Syrups, etc.",3762
0409-001-001,2019-20,Mainland Rural,Maize (flour),25200
0409-001-001,2019-20,Mainland Rural,"Maize (green, cob)",6625
0409-001-001,2019-20,Mainland Rural,Other Fruits,1266.666667
0409-001-001,2019-20,Mainland Rural,Plantains,10000
0409-001-001,2019-20,Mainland Rural,Salt,500
0409-001-001,2019-20,Mainland Rural,Soft drinks,1500
0409-001-001,2019-20,Mainland Rural,Sugar,2800
0409-001-001,2019-20,Mainland Rural,Sweet Potatoes,1333.333333
0409-001-001,2019-20,Mainland Rural,Tea (dry),210
0409-001-001,2019-20,Mainland Rural,Vegetables (fresh),2250
0411-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,5600
0411-001-001,2019-20,Mainland Rural,Cassava Fresh,3750
0411-001-001,2019-20,Mainland Rural,Chicken,12000
0411-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0411-001-001,2019-20,Mainland Rural,Fish (fresh),5714.285714
0411-001-001,2019-20,Mainland Rural,Groundnuts,5000
0411-001-001,2019-20,Mainland Rural,Leafy Greens,1171.428571
0411-001-001,2019-20,Mainland Rural,Plantains,3000
0411-001-001,2019-20,Mainland Rural,Pulses,3000
0411-001-001,2019-20,Mainland Rural,Rice (husked),7200
0411-001-001,2019-20,Mainland Rural,Salt,200
0411-001-001,2019-20,Mainland Rural,Sugar,1400
0411-001-001,2019-20,Mainland Rural,Tea (dry),210
0411-001-001,2019-20,Mainland Rural,Vegetables (fresh),2025
0412-001-001,2019-20,Mainland Rural,Cassava Fresh,1250
0412-001-001,2019-20,Mainland Rural,Cooking Oil,1050
0412-001-001,2019-20,Mainland Rural,Fish (dried),3000
0412-001-001,2019-20,Mainland Rural,Fish (fresh),571.4285714
0412-001-001,2019-20,Mainland Rural,Leafy Greens,1464.285714
0412-001-001,2019-20,Mainland Rural,Maize (flour),9600
0412-001-001,2019-20,Mainland Rural,Plantains,3333.333333
0412-001-001,2019-20,Mainland Rural,Ripe Bananas,544.4444444
0412-001-001,2019-20,Mainland Rural,Salt,200
0412-001-001,2019-20,Mainland Rural,Sugar,1400
0412-001-001,2019-20,Mainland Rural,Sugarcane,300
0412-001-001,2019-20,Mainland Rural,Tea (dry),150
0414-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",3425.13369
0414-001-001,2019-20,Mainland Rural,Cassava Fresh,937.5
0414-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0414-001-001,2019-20,Mainland Rural,Fish (dried),4000
0414-001-001,2019-20,Mainland Rural,Groundnuts,1000
0414-001-001,2019-20,Mainland Rural,Maize (flour),12000
0414-001-001,2019-20,Mainland Rural,"Maize (green, cob)",3785.714286
0414-001-001,2019-20,Mainland Rural,Plantains,3333.333333
0414-001-001,2019-20,Mainland Rural,Pork,1500
0414-001-001,2019-20,Mainland Rural,Rice (husked),7200
0414-001-001,2019-20,Mainland Rural,Salt,300
0414-001-001,2019-20,Mainland Rural,Sugar,700
0414-001-001,2019-20,Mainland Rural,Sweet Potatoes,2666.666667
0414-001-001,2019-20,Mainland Rural,Tea (dry),300
0414-001-001,2019-20,Mainland Rural,Vegetables (fresh),1800
0414-001-001,2019-20,Mainland Rural,Yams/Cocoyams,1538.461538
0415-002-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",548.0213904
0415-002-001,2019-20,Mainland Rural,Citrus Fruits,465
0415-002-001,2019-20,Mainland Rural,Cooking Oil,1050
0415-002-001,2019-20,Mainland Rural,Fish (fresh),571.4285714
0415-002-001,2019-20,Mainland Rural,Maize (flour),18000
0415-002-001,2019-20,Mainland Rural,Pork,3000
0415-002-001,2019-20,Mainland Rural,Salt,250
0415-002-001,2019-20,Mainland Rural,Sugar,700
0415-002-001,2019-20,Mainland Rural,Sweet Potatoes,2000
0415-002-001,2019-20,Mainland Rural,Vegetables (fresh),450
0415-002-001,2019-20,Mainland Rural,Vegetables (preserved),1400
0416-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0416-001-001,2019-20,Mainland Rural,Goat Meat,50000
0416-001-001,2019-20,Mainland Rural,Leafy Greens,3416.666667
0416-001-001,2019-20,Mainland Rural,Local Brews,2000
0416-001-001,2019-20,Mainland Rural,Maize (flour),21600
0416-001-001,2019-20,Mainland Rural,Pulses,2000
0416-001-001,2019-20,Mainland Rural,Rice (husked),10800
0416-001-001,2019-20,Mainland Rural,Ripe Bananas,5555.555556
0416-001-001,2019-20,Mainland Rural,Salt,500
0416-001-001,2019-20,Mainland Rural,Sugar,1400
0416-001-001,2019-20,Mainland Rural,Sweet Potatoes,6666.666667
0416-001-001,2019-20,Mainland Rural,Tea (dry),500
0416-001-001,2019-20,Mainland Rural,Vegetables (fresh),3300
0418-001-001,2019-20,Mainland Rural,Beef,6000
0418-001-001,2019-20,Mainland Rural,Bread,600
0418-001-001,2019-20,Mainland Rural,"Buns, Cakes And Biscuits",570.855615
0418-001-001,2019-20,Mainland Rural,Coffee & Cocoa,502.3809524
0418-001-001,2019-20,Mainland Rural,Cooking Oil,1225
0418-001-001,2019-20,Mainland Rural,Fish (fresh),5714.285714
0418-001-001,2019-20,Mainland Rural,Groundnuts,500
0418-001-001,2019-20,Mainland Rural,Leafy Greens,4783.333333
0418-001-001,2019-20,Mainland Rural,Local Brews,1000
0418-001-001,2019-20,Mainland Rural,Maize (flour),16800
0418-001-001,2019-20,Mainland Rural,Pulses,2000
0418-001-001,2019-20,Mainland Rural,Rice (husked),9000
0418-001-001,2019-20,Mainland Rural,Salt,500
0418-001-001,2019-20,Mainland Rural,Sugar,700
0418-001-001,2019-20,Mainland Rural,Sugarcane,666.6666667
0418-001-001,2019-20,Mainland Rural,Vegetables (fresh),1800
0419-001-001,2019-20,Mainland Rural,Cooking Oil,2100
0419-001-001,2019-20,Mainland Rural,Fish (dried),1000
0419-001-001,2019-20,Mainland Rural,Leafy Greens,3709.52381
0419-001-001,2019-20,Mainland Rural,Maize (flour),7200
0419-001-001,2019-20,Mainland Rural,Maize (grain),1300
0419-001-001,2019-20,Mainland Rural,Pork,3000
0419-001-001,2019-20,Mainland Rural,Pulses,2000
0419-001-001,2019-20,Mainland Rural,Salt,300
0419-001-001,2019-20,Mainland Rural,Sugar,2800
0419-001-001,2019-20,Mainland Rural,Tea (dry),400
0419-001-001,2019-20,Mainland Rural,Vegetables (fresh),900
0420-001-001,2019-20,Mainland Rural,Cassava Dry/Flour,4000
0420-001-001,2019-20,Mainland Rural,Cooking Oil,1750
0420-001-001,2019-20,Mainland Rural,Fish (fresh),8571.428571
0420-001-001,2019-20,Mainland Rural,Leafy Greens,2733.333333
0420-001-001,2019-20,Mainland Rural,Plantains,2133.333333
