i,t,m,j,Expenditure
6741-001-01,2020-21,Mainland Rural,Other Fruits,1612.903226
6741-001-01,2020-21,Mainland Rural,Plantains,3321.03321
6741-001-01,2020-21,Mainland Rural,Pulses,2000
6741-001-01,2020-21,Mainland Rural,Rice (husked),4200
6741-001-01,2020-21,Mainland Rural,Ripe Bananas,3000
6741-001-01,2020-21,Mainland Rural,Salt,250
6741-001-01,2020-21,Mainland Rural,Sugar,5600
6741-001-01,2020-21,Mainland Rural,Sugarcane,821.0526316
6741-001-01,2020-21,Mainland Rural,Tea (dry),3000
6741-001-01,2020-21,Mainland Rural,Vegetables (fresh),2405.787781
6795-001-01,2020-21,Mainland Rural,Cooking Oil,5000
6795-001-01,2020-21,Mainland Rural,Irish Potatoes,1000
6795-001-01,2020-21,Mainland Rural,Leafy Greens,1762.3498
6795-001-01,2020-21,Mainland Rural,Maize (flour),2000
6795-001-01,2020-21,Mainland Rural,Maize (grain),700
6795-001-01,2020-21,Mainland Rural,"Maize (green, cob)",2222.222222
6795-001-01,2020-21,Mainland Rural,Milk (fresh),1750
6795-001-01,2020-21,Mainland Rural,Other Fruits,1129.032258
6795-001-01,2020-21,Mainland Rural,Plantains,1660.516605
6795-001-01,2020-21,Mainland Rural,Pulses,2000
6795-001-01,2020-21,Mainland Rural,Ripe Bananas,1000
6795-001-01,2020-21,Mainland Rural,Salt,200
6795-001-01,2020-21,Mainland Rural,Sugar,2800
6795-001-01,2020-21,Mainland Rural,Tea (dry),500
6795-001-01,2020-21,Mainland Rural,Vegetables (fresh),1804.340836
6821-001-02,2020-21,Zanzibar,Beef,10000
6821-001-02,2020-21,Zanzibar,Bread,2857.142857
6821-001-02,2020-21,Zanzibar,Chicken,7500
6821-001-02,2020-21,Zanzibar,Coconuts,4800
6821-001-02,2020-21,Zanzibar,Cooking Oil,4000
6821-001-02,2020-21,Zanzibar,Fish (fresh),13178.57143
6821-001-02,2020-21,Zanzibar,Irish Potatoes,1000
6821-001-02,2020-21,Zanzibar,"Macaroni, Spaghetti",2500
6821-001-02,2020-21,Zanzibar,Maize (flour),2800
6821-001-02,2020-21,Zanzibar,Milk (fresh),3000
6821-001-02,2020-21,Zanzibar,Other Spices,1250
6821-001-02,2020-21,Zanzibar,Pulses,2800
6821-001-02,2020-21,Zanzibar,Rice (husked),3360
6821-001-02,2020-21,Zanzibar,Ripe Bananas,2000
6821-001-02,2020-21,Zanzibar,Salt,250
6821-001-02,2020-21,Zanzibar,Sugar,2000
6821-001-02,2020-21,Zanzibar,Sweet Potatoes,6000
6821-001-02,2020-21,Zanzibar,Tea (dry),350
6821-001-02,2020-21,Zanzibar,Vegetables (fresh),4800
6838-001-01,2020-21,Zanzibar,Cassava Fresh,9000
6838-001-01,2020-21,Zanzibar,Coconuts,4200
6838-001-01,2020-21,Zanzibar,Fish (dried),1200
6838-001-01,2020-21,Zanzibar,Fish (fresh),4392.857143
6838-001-01,2020-21,Zanzibar,Other Fruits,1000
6838-001-01,2020-21,Zanzibar,Plantains,12000
6838-001-01,2020-21,Zanzibar,Rice (husked),6720
6838-001-01,2020-21,Zanzibar,Salt,250
6838-001-01,2020-21,Zanzibar,Sugar,1000
6838-001-01,2020-21,Zanzibar,Tea (dry),200
6838-001-01,2020-21,Zanzibar,Vegetables (fresh),3200
6857-001-01,2020-21,Zanzibar,Bread,902.8571429
6857-001-01,2020-21,Zanzibar,Citrus Fruits,672
6857-001-01,2020-21,Zanzibar,Coconuts,4200
6857-001-01,2020-21,Zanzibar,Fish (dried),1000
6857-001-01,2020-21,Zanzibar,Irish Potatoes,600
6857-001-01,2020-21,Zanzibar,Leafy Greens,1477.777778
6857-001-01,2020-21,Zanzibar,Maize (flour),1050
6857-001-01,2020-21,Zanzibar,Ripe Bananas,6400
6857-001-01,2020-21,Zanzibar,Salt,200
6857-001-01,2020-21,Zanzibar,Sugar,500
6857-001-01,2020-21,Zanzibar,Tea (dry),100
6895-001-01,2020-21,Zanzibar,Cassava Fresh,4500
6895-001-01,2020-21,Zanzibar,Citrus Fruits,20000
6895-001-01,2020-21,Zanzibar,Coconuts,6000
6895-001-01,2020-21,Zanzibar,Cooking Oil,4000
6895-001-01,2020-21,Zanzibar,Fish (fresh),8785.714286
6895-001-01,2020-21,Zanzibar,Leafy Greens,1055.555556
6895-001-01,2020-21,Zanzibar,Maize (flour),2800
6895-001-01,2020-21,Zanzibar,Plantains,10000
6895-001-01,2020-21,Zanzibar,Pulses,5600
6895-001-01,2020-21,Zanzibar,Rice (husked),35280
6895-001-01,2020-21,Zanzibar,Salt,400
6895-001-01,2020-21,Zanzibar,Sugar,2000
6895-001-01,2020-21,Zanzibar,Tea (dry),300
6895-001-01,2020-21,Zanzibar,Vegetables (fresh),3200
6934-001-01,2020-21,Mainland Rural,Cassava Fresh,750
6934-001-01,2020-21,Mainland Rural,Citrus Fruits,873.9559014
6934-001-01,2020-21,Mainland Rural,Coconuts,1154.528651
6934-001-01,2020-21,Mainland Rural,Fish (fresh),4166.666667
6934-001-01,2020-21,Mainland Rural,Rice (husked),1400
6934-001-01,2020-21,Mainland Rural,Salt,100
6934-001-01,2020-21,Mainland Rural,Sugar,672
6934-001-01,2020-21,Mainland Rural,Tea (dry),100
6952-001-01,2020-21,Mainland Rural,Cassava Fresh,5000
6952-001-01,2020-21,Mainland Rural,Citrus Fruits,4161.694769
6952-001-01,2020-21,Mainland Rural,Coconuts,2886.321627
6952-001-01,2020-21,Mainland Rural,Cooking Oil,1750
6952-001-01,2020-21,Mainland Rural,Fish (dried),2888.888889
6952-001-01,2020-21,Mainland Rural,Leafy Greens,2403.204272
6952-001-01,2020-21,Mainland Rural,Maize (flour),10000
6952-001-01,2020-21,Mainland Rural,Pulses,2000
6952-001-01,2020-21,Mainland Rural,Rice (husked),4200
6952-001-01,2020-21,Mainland Rural,Ripe Bananas,10000
6952-001-01,2020-21,Mainland Rural,Salt,500
6952-001-01,2020-21,Mainland Rural,Sugarcane,1231.578947
6970-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",1000
6970-001-01,2020-21,Mainland Rural,Citrus Fruits,1500
6970-001-01,2020-21,Mainland Rural,Cooking Oil,5000
6970-001-01,2020-21,Mainland Rural,Groundnuts,1000
6970-001-01,2020-21,Mainland Rural,"Honey, Syrups, etc.",2800
6970-001-01,2020-21,Mainland Rural,Maize (flour),10000
6970-001-01,2020-21,Mainland Rural,Maize (grain),350
6970-001-01,2020-21,Mainland Rural,Pulses,2000
6970-001-01,2020-21,Mainland Rural,Rice (husked),5600
6970-001-01,2020-21,Mainland Rural,Salt,500
6970-001-01,2020-21,Mainland Rural,Soft drinks,1000
6970-001-01,2020-21,Mainland Rural,Sugar,2800
6970-001-01,2020-21,Mainland Rural,Sweets,281.25
6970-001-01,2020-21,Mainland Rural,Tea (dry),600
6970-001-01,2020-21,Mainland Rural,Vegetables (fresh),1600
6970-001-01,2020-21,Mainland Rural,Wheat Flour,4500
6987-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",1200
6987-001-01,2020-21,Mainland Rural,Cassava Fresh,1750
6987-001-01,2020-21,Mainland Rural,Coconuts,2693.900185
6987-001-01,2020-21,Mainland Rural,Cooking Oil,1250
6987-001-01,2020-21,Mainland Rural,Leafy Greens,1201.602136
6987-001-01,2020-21,Mainland Rural,Maize (flour),10000
6987-001-01,2020-21,Mainland Rural,Pulses,1000
6987-001-01,2020-21,Mainland Rural,Rice (husked),2100
6987-001-01,2020-21,Mainland Rural,Salt,300
6987-001-01,2020-21,Mainland Rural,Sugar,1400
6987-001-01,2020-21,Mainland Rural,Sugarcane,492.6315789
6987-001-01,2020-21,Mainland Rural,Tea (dry),100
6987-001-01,2020-21,Mainland Rural,Vegetables (fresh),1118.691318
7007-001-01,2020-21,Mainland Other Urban,Beef,21000
7007-001-01,2020-21,Mainland Other Urban,Bread,4667.444574
7007-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",18183.67347
7007-001-01,2020-21,Mainland Other Urban,Citrus Fruits,6790.04215
7007-001-01,2020-21,Mainland Other Urban,Coconuts,7666.666667
7007-001-01,2020-21,Mainland Other Urban,Cooking Oil,5000
7007-001-01,2020-21,Mainland Other Urban,Eggs,6000
7007-001-01,2020-21,Mainland Other Urban,Groundnuts,714.2857143
7007-001-01,2020-21,Mainland Other Urban,Irish Potatoes,1000
7007-001-01,2020-21,Mainland Other Urban,Leafy Greens,886.0163282
7007-001-01,2020-21,Mainland Other Urban,Maize (flour),1000
7007-001-01,2020-21,Mainland Other Urban,Nuts,6500
7007-001-01,2020-21,Mainland Other Urban,Plantains,7500
7007-001-01,2020-21,Mainland Other Urban,Rice (husked),3000
7007-001-01,2020-21,Mainland Other Urban,Salt,250
7007-001-01,2020-21,Mainland Other Urban,Soft drinks,1000
7007-001-01,2020-21,Mainland Other Urban,Sugar,1400
7007-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),3786.764706
7007-001-01,2020-21,Mainland Other Urban,Yams/Cocoyams,984.6153846
7028-001-01,2020-21,Mainland Rural,Beef,9000
7028-001-01,2020-21,Mainland Rural,Bread,5000
7028-001-01,2020-21,Mainland Rural,Cooking Oil,5000
7028-001-01,2020-21,Mainland Rural,Dairy Products,3500
7028-001-01,2020-21,Mainland Rural,Irish Potatoes,1500
7028-001-01,2020-21,Mainland Rural,Leafy Greens,801.0680908
7028-001-01,2020-21,Mainland Rural,Maize (flour),3500
7028-001-01,2020-21,Mainland Rural,Maize (grain),700
7028-001-01,2020-21,Mainland Rural,Milk (fresh),6000
7028-001-01,2020-21,Mainland Rural,Pulses,3000
7028-001-01,2020-21,Mainland Rural,Rice (husked),4200
7028-001-01,2020-21,Mainland Rural,Salt,150
7028-001-01,2020-21,Mainland Rural,Sugar,2800
7028-001-01,2020-21,Mainland Rural,Sugarcane,615.7894737
7028-001-01,2020-21,Mainland Rural,Tea (dry),250
7028-001-01,2020-21,Mainland Rural,Vegetables (fresh),1924.630225
7048-001-01,2020-21,Mainland Rural,Cooking Oil,2500
7048-001-01,2020-21,Mainland Rural,Leafy Greens,1602.136182
7048-001-01,2020-21,Mainland Rural,Maize (flour),10000
7048-001-01,2020-21,Mainland Rural,Milk (fresh),7000
7048-001-01,2020-21,Mainland Rural,Pulses,3500
7048-001-01,2020-21,Mainland Rural,Salt,100
7048-001-01,2020-21,Mainland Rural,Sweet Potatoes,2368.047249
7048-001-01,2020-21,Mainland Rural,Vegetables (fresh),1202.893891
7087-001-01,2020-21,Mainland Other Urban,Bread,2333.722287
7087-001-01,2020-21,Mainland Other Urban,"Buns, Cakes And Biscuits",12122.44898
7087-001-01,2020-21,Mainland Other Urban,Cassava Fresh,2450
7087-001-01,2020-21,Mainland Other Urban,Citrus Fruits,4850.030107
7087-001-01,2020-21,Mainland Other Urban,Cooking Oil,1250
7087-001-01,2020-21,Mainland Other Urban,Dairy Products,1400
7087-001-01,2020-21,Mainland Other Urban,Fish (dried),35.64705882
7087-001-01,2020-21,Mainland Other Urban,Groundnuts,2857.142857
7087-001-01,2020-21,Mainland Other Urban,Leafy Greens,708.8130626
7087-001-01,2020-21,Mainland Other Urban,Maize (flour),1000
7087-001-01,2020-21,Mainland Other Urban,Maize (grain),1800
7087-001-01,2020-21,Mainland Other Urban,Milk (fresh),2100
7087-001-01,2020-21,Mainland Other Urban,Other Fruits,2370.500439
7087-001-01,2020-21,Mainland Other Urban,Other Spices,680
7087-001-01,2020-21,Mainland Other Urban,Pulses,2000
7087-001-01,2020-21,Mainland Other Urban,Ripe Bananas,8333.333333
7087-001-01,2020-21,Mainland Other Urban,Salt,100
7087-001-01,2020-21,Mainland Other Urban,Sugar,2800
7087-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,10293.45129
7087-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),3534.313725
7103-001-01,2020-21,Mainland Rural,Cooking Oil,450
7103-001-01,2020-21,Mainland Rural,Leafy Greens,961.2817089
7103-001-01,2020-21,Mainland Rural,Maize (flour),3500
7103-001-01,2020-21,Mainland Rural,Pulses,500
7103-001-01,2020-21,Mainland Rural,Rice (husked),700
7103-001-01,2020-21,Mainland Rural,Salt,200
7103-001-01,2020-21,Mainland Rural,Vegetables (fresh),360.8681672
7118-001-01,2020-21,Mainland Rural,Cooking Oil,875
7118-001-01,2020-21,Mainland Rural,Fish (fresh),2500
7118-001-01,2020-21,Mainland Rural,Leafy Greens,3845.126836
7118-001-01,2020-21,Mainland Rural,Maize (flour),42000
7118-001-01,2020-21,Mainland Rural,Salt,350
7118-001-01,2020-21,Mainland Rural,Sweet Potatoes,2368.047249
7118-001-01,2020-21,Mainland Rural,Vegetables (fresh),962.3151125
7139-001-01,2020-21,Mainland Other Urban,Beef,3500
7139-001-01,2020-21,Mainland Other Urban,Cassava Dry/Flour,1800
7139-001-01,2020-21,Mainland Other Urban,Coconuts,800
7139-001-01,2020-21,Mainland Other Urban,Cooking Oil,1250
7139-001-01,2020-21,Mainland Other Urban,Dairy Products,4200
7139-001-01,2020-21,Mainland Other Urban,Fish (dried),8911.764706
7139-001-01,2020-21,Mainland Other Urban,Irish Potatoes,750
7139-001-01,2020-21,Mainland Other Urban,Leafy Greens,443.0081641
7139-001-01,2020-21,Mainland Other Urban,"Macaroni, Spaghetti",3000
7139-001-01,2020-21,Mainland Other Urban,Maize (flour),4500
7139-001-01,2020-21,Mainland Other Urban,Plantains,833.3333333
7139-001-01,2020-21,Mainland Other Urban,Pulses,1000
7139-001-01,2020-21,Mainland Other Urban,Rice (husked),5625
7139-001-01,2020-21,Mainland Other Urban,Salt,100
7139-001-01,2020-21,Mainland Other Urban,Sugar,2100
7139-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,919.0581508
7139-001-01,2020-21,Mainland Other Urban,Tea (dry),100
7139-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),631.127451
7139-001-01,2020-21,Mainland Other Urban,Wheat Flour,700
7185-001-01,2020-21,Mainland Rural,Beef,18000
7185-001-01,2020-21,Mainland Rural,Bread,5000
7185-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",5000
7185-001-01,2020-21,Mainland Rural,Chicken,86666.66667
7185-001-01,2020-21,Mainland Rural,Cooking Oil,5000
7185-001-01,2020-21,Mainland Rural,Fish (dried),11555.55556
7185-001-01,2020-21,Mainland Rural,Irish Potatoes,3000
7185-001-01,2020-21,Mainland Rural,Leafy Greens,4806.408545
7185-001-01,2020-21,Mainland Rural,Maize (flour),15000
7185-001-01,2020-21,Mainland Rural,Maize (grain),1400
7185-001-01,2020-21,Mainland Rural,Milk (fresh),7000
7185-001-01,2020-21,Mainland Rural,Millet & Sorghum (flour),3000
7185-001-01,2020-21,Mainland Rural,Other Fruits,1612.903226
7185-001-01,2020-21,Mainland Rural,Plantains,2214.02214
7185-001-01,2020-21,Mainland Rural,Pulses,4000
7185-001-01,2020-21,Mainland Rural,Rice (husked),12600
7185-001-01,2020-21,Mainland Rural,Ripe Bananas,2000
7185-001-01,2020-21,Mainland Rural,Salt,300
7185-001-01,2020-21,Mainland Rural,Sugar,2800
7185-001-01,2020-21,Mainland Rural,Sugarcane,1642.105263
7185-001-01,2020-21,Mainland Rural,Sweet Potatoes,9945.798445
7185-001-01,2020-21,Mainland Rural,Tea (dry),500
7185-001-01,2020-21,Mainland Rural,Vegetables (fresh),3608.681672
7198-001-01,2020-21,Mainland Rural,Beef,3000
7198-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",3410
7198-001-01,2020-21,Mainland Rural,Citrus Fruits,1925.2
7198-001-01,2020-21,Mainland Rural,Cooking Oil,5000
7198-001-01,2020-21,Mainland Rural,Fish (dried),4356.444444
7198-001-01,2020-21,Mainland Rural,Groundnuts,7000
7198-001-01,2020-21,Mainland Rural,Irish Potatoes,5870
7198-001-01,2020-21,Mainland Rural,Leafy Greens,3489.452603
7198-001-01,2020-21,Mainland Rural,Maize (flour),24000
7198-001-01,2020-21,Mainland Rural,Maize (grain),2100
7198-001-01,2020-21,Mainland Rural,Pulses,6000
7198-001-01,2020-21,Mainland Rural,Rice (husked),9800
7198-001-01,2020-21,Mainland Rural,Ripe Bananas,946
7198-001-01,2020-21,Mainland Rural,Salt,500
7198-001-01,2020-21,Mainland Rural,Sugar,2100
7198-001-01,2020-21,Mainland Rural,Vegetables (fresh),3928.651447
7219-001-01,2020-21,Mainland Rural,Cooking Oil,1250
7219-001-01,2020-21,Mainland Rural,Dairy Products,3000
7219-001-01,2020-21,Mainland Rural,Groundnuts,500
7219-001-01,2020-21,Mainland Rural,Leafy Greens,1978.638184
7219-001-01,2020-21,Mainland Rural,Maize (flour),10000
7219-001-01,2020-21,Mainland Rural,Milk (fresh),7000
7219-001-01,2020-21,Mainland Rural,Plantains,8856.088561
7219-001-01,2020-21,Mainland Rural,Pulses,4000
7219-001-01,2020-21,Mainland Rural,Ripe Bananas,4830
7219-001-01,2020-21,Mainland Rural,Salt,250
7219-001-01,2020-21,Mainland Rural,Sugar,1400
7219-001-01,2020-21,Mainland Rural,Sugarcane,1642.105263
7219-001-01,2020-21,Mainland Rural,Tea (dry),1000
7219-001-01,2020-21,Mainland Rural,Vegetables (fresh),384.926045
7237-001-01,2020-21,Mainland Rural,Chicken,4333.333333
7237-001-01,2020-21,Mainland Rural,Dairy Products,1000
7237-001-01,2020-21,Mainland Rural,Eggs,900
7237-001-01,2020-21,Mainland Rural,Irish Potatoes,1247
7237-001-01,2020-21,Mainland Rural,Leafy Greens,589.5861148
7237-001-01,2020-21,Mainland Rural,Local Brews,1000
7237-001-01,2020-21,Mainland Rural,Maize (flour),21000
7237-001-01,2020-21,Mainland Rural,Maize (grain),679.7
7237-001-01,2020-21,Mainland Rural,"Maize (green, cob)",375
7237-001-01,2020-21,Mainland Rural,Pulses,10000
7237-001-01,2020-21,Mainland Rural,Rice (husked),4200
7237-001-01,2020-21,Mainland Rural,Salt,125
7237-001-01,2020-21,Mainland Rural,Vegetables (fresh),572.577492
7253-001-01,2020-21,Mainland Rural,Cooking Oil,3500
7253-001-01,2020-21,Mainland Rural,Fish (dried),2080
7253-001-01,2020-21,Mainland Rural,Groundnuts,4000
7253-001-01,2020-21,Mainland Rural,Leafy Greens,881.1748999
7253-001-01,2020-21,Mainland Rural,Maize (flour),7000
7253-001-01,2020-21,Mainland Rural,Pork,5000
7253-001-01,2020-21,Mainland Rural,Pulses,4000
7253-001-01,2020-21,Mainland Rural,Salt,250
7253-001-01,2020-21,Mainland Rural,Sweet Potatoes,2841.656699
7253-001-01,2020-21,Mainland Rural,Vegetables (fresh),1251.009646
7253-001-01,2020-21,Mainland Rural,Vegetables (preserved),500
7272-001-01,2020-21,Mainland Rural,Beef,6000
7272-001-01,2020-21,Mainland Rural,"Buns, Cakes And Biscuits",3000
7272-001-01,2020-21,Mainland Rural,Groundnuts,500
7272-001-01,2020-21,Mainland Rural,Leafy Greens,200.2670227
7272-001-01,2020-21,Mainland Rural,Maize (flour),15000
7272-001-01,2020-21,Mainland Rural,Maize (grain),1050
7272-001-01,2020-21,Mainland Rural,Milk (fresh),1000
7272-001-01,2020-21,Mainland Rural,Pulses,4000
7272-001-01,2020-21,Mainland Rural,Rice (husked),5600
7272-001-01,2020-21,Mainland Rural,Salt,300
7272-001-01,2020-21,Mainland Rural,Soft drinks,1500
7272-001-01,2020-21,Mainland Rural,Sugar,2100
7272-001-01,2020-21,Mainland Rural,Sweet Potatoes,3788.875598
7272-001-01,2020-21,Mainland Rural,Sweets,168.75
7272-001-01,2020-21,Mainland Rural,Tea (dry),200
7272-001-01,2020-21,Mainland Rural,Vegetables (fresh),2105.064309
7295-001-01,2020-21,Mainland Other Urban,Goat Meat,40000
7295-001-01,2020-21,Mainland Other Urban,Groundnuts,2782.857143
7295-001-01,2020-21,Mainland Other Urban,Leafy Greens,604.2631359
7295-001-01,2020-21,Mainland Other Urban,Maize (flour),2000
7295-001-01,2020-21,Mainland Other Urban,Maize (grain),4800
7295-001-01,2020-21,Mainland Other Urban,Millet & Sorghum (flour),4000
7295-001-01,2020-21,Mainland Other Urban,Rice (husked),7500
7295-001-01,2020-21,Mainland Other Urban,Salt,250
7295-001-01,2020-21,Mainland Other Urban,Sugar,2800
7295-001-01,2020-21,Mainland Other Urban,Sweet Potatoes,2296.910131
7295-001-01,2020-21,Mainland Other Urban,Tea (dry),100
7295-001-01,2020-21,Mainland Other Urban,Vegetables (fresh),1231.960784
7315-001-02,2020-21,Zanzibar,Citrus Fruits,2000
7315-001-02,2020-21,Zanzibar,Coconuts,5040
7315-001-02,2020-21,Zanzibar,Cooking Oil,2000
7315-001-02,2020-21,Zanzibar,Fish (fresh),13178.57143
7315-001-02,2020-21,Zanzibar,Irish Potatoes,1000
7315-001-02,2020-21,Zanzibar,Leafy Greens,527.7777778
7315-001-02,2020-21,Zanzibar,Maize (flour),4200
7315-001-02,2020-21,Zanzibar,Pulses,2800
7315-001-02,2020-21,Zanzibar,Rice (husked),5040
7315-001-02,2020-21,Zanzibar,Salt,100
7315-001-02,2020-21,Zanzibar,Sugar,1000
7315-001-02,2020-21,Zanzibar,Tea (dry),350
7315-001-02,2020-21,Zanzibar,Vegetables (fresh),3200
7315-001-02,2020-21,Zanzibar,Wheat Flour,4500
7353-001-01,2020-21,Zanzibar,Bread,2857.142857
7353-001-01,2020-21,Zanzibar,Coconuts,8400
7353-001-01,2020-21,Zanzibar,Cooking Oil,1000
7353-001-01,2020-21,Zanzibar,Fish (fresh),13178.57143
7353-001-01,2020-21,Zanzibar,Irish Potatoes,500
7353-001-01,2020-21,Zanzibar,Leafy Greens,1055.555556
7353-001-01,2020-21,Zanzibar,Other Spices,250
7353-001-01,2020-21,Zanzibar,Plantains,16000
7353-001-01,2020-21,Zanzibar,Pulses,1400
7353-001-01,2020-21,Zanzibar,Rice (husked),16800
7353-001-01,2020-21,Zanzibar,Salt,200
7353-001-01,2020-21,Zanzibar,Sugar,500
7353-001-01,2020-21,Zanzibar,Tea (dry),100
7353-001-01,2020-21,Zanzibar,Vegetables (fresh),1600
7365-001-01,2020-21,Zanzibar,Cassava Fresh,6000
7365-001-01,2020-21,Zanzibar,Citrus Fruits,2000
7365-001-01,2020-21,Zanzibar,Coconuts,11760
7365-001-01,2020-21,Zanzibar,Cooking Oil,2000
7365-001-01,2020-21,Zanzibar,Fish (fresh),8785.714286
7365-001-01,2020-21,Zanzibar,Irish Potatoes,500
7365-001-01,2020-21,Zanzibar,Rice (husked),10080
7365-001-01,2020-21,Zanzibar,Salt,250
7365-001-01,2020-21,Zanzibar,Sugar,1000
7365-001-01,2020-21,Zanzibar,Tea (dry),250
7365-001-01,2020-21,Zanzibar,Vegetables (fresh),1600
7365-001-01,2020-21,Zanzibar,Wheat Flour,4500
7365-001-01,2020-21,Zanzibar,Yams/Cocoyams,666.6666667
7391-001-01,2020-21,Zanzibar,Beef,10000
7391-001-01,2020-21,Zanzibar,Bread,5714.285714
7391-001-01,2020-21,Zanzibar,Citrus Fruits,2000
7391-001-01,2020-21,Zanzibar,Coconuts,8400
7391-001-01,2020-21,Zanzibar,Cooking Oil,2000
7391-001-01,2020-21,Zanzibar,Fish (fresh),4392.857143
